Left,Top,Value,Group
bacon,strawberry,0,0
bacon,sweet-potato,1,0
bacon,swiss-cheese,0,0
bacon,swordfish,0,0
bacon,taco,0,0
bacon,tamarind,0,0
bacon,tapioca,0,0
bacon,tarragon,1,0
bacon,tequila,0,0
bacon,thyme,3,0
bacon,tilapia,0,0
bacon,tofu,0,0
bacon,tomatillo,0,0
bacon,tomato,14,1
bacon,tortillas,0,0
bacon,trout,0,0
bacon,tuna,0,0
bacon,turkey,2,0
bacon,turnip,0,0
bacon,vanilla,0,0
bacon,veal,1,0
bacon,venison,0,0
bacon,vinegar,5,1
bacon,vodka,0,0
bacon,walnut,1,0
bacon,wasabi,0,0
bacon,watercress,0,0
bacon,watermelon,0,0
bacon,whiskey,0,0
bacon,white-wine,4,0
bacon,whole-wheat,0,0
bacon,wild-rice,0,0
bacon,yogurt,0,0
bacon,yuca,0,0
bacon,zucchini,1,0
banana,almond,1,0
banana,anchovy,0,0
banana,anise,1,0
banana,apple,3,0
banana,apple-juice,0,0
banana,apricot,0,0
banana,artichoke,0,0
banana,arugula,0,0
banana,asian-pear,0,0
banana,asparagus,0,0
banana,avocado,0,0
banana,bacon,0,0
banana,banana,100,10
banana,barley,0,0
banana,basil,0,0
banana,bass,0,0
banana,bean,0,0
banana,beef,0,0
banana,beef-rib,0,0
banana,beef-shank,0,0
banana,beef-tenderloin,0,0
banana,beer,0,0
banana,beet,0,0
banana,bell-pepper,0,0
banana,berry,2,0
banana,biscuit,0,0
banana,blackberry,0,0
banana,blue-cheese,0,0
banana,blueberry,0,0
banana,bok-choy,0,0
banana,bran,0,0
banana,brandy,0,0
banana,bread,8,1
banana,breadcrumbs,0,0
banana,brie,0,0
banana,brisket,0,0
banana,broccoli,0,0
banana,broccoli-rabe,0,0
banana,brown-rice,0,0
banana,brussel-sprout,0,0
banana,buffalo,0,0
banana,bulgur,0,0
banana,butter,0,0
banana,buttermilk,0,0
banana,butternut-squash,0,0
banana,cabbage,0,0
banana,cantaloupe,0,0
banana,capers,0,0
banana,caramel,0,0
banana,caraway,0,0
banana,cardamom,0,0
banana,carrot,0,0
banana,cashew,1,0
banana,cauliflower,0,0
banana,caviar,0,0
banana,celery,1,0
banana,chard,0,0
banana,cheddar,0,0
banana,cherry,0,0
banana,chestnut,0,0
banana,chicken,0,0
banana,chickpea,0,0
banana,chile-pepper,0,0
banana,chili,0,0
banana,chive,0,0
banana,chocolate,21,2
banana,cilantro,0,0
banana,cinnamon,3,0
banana,citrus,2,0
banana,clam,0,0
banana,clove,0,0
banana,coconut,7,1
banana,cod,0,0
banana,coffee,5,1
banana,collard-greens,0,0
banana,cookie,0,0
banana,coriander,0,0
banana,corn,0,0
banana,cornmeal,0,0
banana,cottage-cheese,0,0
banana,couscous,0,0
banana,crab,0,0
banana,cranberry,0,0
banana,cranberry-sauce,0,0
banana,cream-cheese,7,1
banana,cucumber,0,0
banana,cumin,0,0
banana,currant,0,0
banana,curry,2,0
banana,date,3,0
banana,dill,0,0
banana,duck,0,0
banana,egg,12,1
banana,eggplant,0,0
banana,endive,0,0
banana,escarole,0,0
banana,fennel,0,0
banana,feta,0,0
banana,fig,0,0
banana,flat-bread,0,0
banana,fontina,0,0
banana,fruit-juice,3,0
banana,garlic,0,0
banana,gin,0,0
banana,ginger,2,0
banana,goat-cheese,0,0
banana,goose,0,0
banana,gouda,0,0
banana,granola,0,0
banana,grape,0,0
banana,grapefruit,0,0
banana,green-bean,0,0
banana,green-onion,0,0
banana,ground-beef,0,0
banana,ground-lamb,0,0
banana,guava,0,0
banana,halibut,0,0
banana,ham,0,0
banana,hazelnut,0,0
banana,herb,1,0
banana,hominy,0,0
banana,honey,3,0
banana,honeydew,0,0
banana,horseradish,0,0
banana,hot-pepper,0,0
banana,hummus,0,0
banana,jalapeno,0,0
banana,jam,0,0
banana,jerusalem-artichoke,0,0
banana,kale,0,0
banana,kiwi,1,0
banana,kumquat,0,0
banana,lamb,0,0
banana,lamb-chop,0,0
banana,lamb-shank,0,0
banana,leek,0,0
banana,legume,0,0
banana,lemon,0,0
banana,lemon-juice,0,0
banana,lemongrass,0,0
banana,lentil,0,0
banana,lettuce,0,0
banana,lima-bean,0,0
banana,lime,3,0
banana,lime-juice,0,0
banana,lingonberry,0,0
banana,lobster,0,0
banana,lychee,0,0
banana,macadamia-nut,5,1
banana,mango,7,1
banana,maple-syrup,1,0
banana,margarita,0,0
banana,marscarpone,0,0
banana,marshmallow,0,0
banana,mayonnaise,0,0
banana,meat,0,0
banana,melon,0,0
banana,milk,27,3
banana,mint,0,0
banana,mozzarella,0,0
banana,mushroom,0,0
banana,mussel,0,0
banana,mustard,0,0
banana,mustard-greens,0,0
banana,nectarine,0,0
banana,noodle,0,0
banana,nutmeg,0,0
banana,oat,3,0
banana,oatmeal,0,0
banana,octopus,0,0
banana,okra,0,0
banana,olive,0,0
banana,onion,2,0
banana,orange,2,0
banana,orange-juice,0,0
banana,oregano,0,0
banana,orzo,0,0
banana,oyster,0,0
banana,pancake,0,0
banana,papaya,2,0
banana,paprika,0,0
banana,parmesan,0,0
banana,parsley,0,0
banana,parsnip,0,0
banana,passion-fruit,0,0
banana,pasta,0,0
banana,pea,0,0
banana,peach,0,0
banana,peanut,2,0
banana,peanut-butter,3,0
banana,pear,0,0
banana,pecan,11,1
banana,pepper,0,0
banana,persimmon,0,0
banana,pickles,0,0
banana,pine-nut,0,0
banana,pineapple,11,1
banana,pistachio,2,0
banana,plum,0,0
banana,poblano,0,0
banana,pomegranate,0,0
banana,pomegranate-juice,0,0
banana,pork,0,0
banana,pork-chop,0,0
banana,pork-rib,0,0
banana,pork-tenderloin,0,0
banana,potato,0,0
banana,prosciutto,0,0
banana,prune,0,0
banana,pumpkin,0,0
banana,quail,0,0
banana,quince,0,0
banana,quinoa,0,0
banana,rabbit,0,0
banana,rack-of-lamb,0,0
banana,radicchio,0,0
banana,radish,0,0
banana,raisin,3,0
banana,raspberry,3,0
banana,red-wine,0,0
banana,rhubarb,0,0
banana,rice,1,0
banana,ricotta,0,0
banana,rosemary,0,0
banana,rum,17,2
banana,rutabaga,0,0
banana,rye,0,0
banana,saffron,0,0
banana,salmon,0,0
banana,salsa,0,0
banana,sangria,0,0
banana,sardine,0,0
banana,sausage,0,0
banana,scallop,0,0
banana,semolina,0,0
banana,sesame,0,0
banana,sesame-oil,0,0
banana,shallot,0,0
banana,shellfish,0,0
banana,shrimp,0,0
banana,sour-cream,2,0
banana,soy,0,0
banana,soy-sauce,0,0
banana,spinach,0,0
banana,squid,0,0
banana,strawberry,6,1
banana,sweet-potato,0,0
banana,swiss-cheese,0,0
banana,swordfish,0,0
banana,taco,0,0
banana,tamarind,0,0
banana,tapioca,0,0
banana,tarragon,0,0
banana,tequila,0,0
banana,thyme,0,0
banana,tilapia,0,0
banana,tofu,0,0
banana,tomatillo,0,0
banana,tomato,0,0
banana,tortillas,0,0
banana,trout,0,0
banana,tuna,0,0
banana,turkey,0,0
banana,turnip,0,0
banana,vanilla,3,0
banana,veal,0,0
banana,venison,0,0
banana,vinegar,0,0
banana,vodka,0,0
banana,walnut,7,1
banana,wasabi,0,0
banana,watercress,0,0
banana,watermelon,0,0
banana,whiskey,0,0
banana,white-wine,0,0
banana,whole-wheat,1,0
banana,wild-rice,0,0
banana,yogurt,7,1
banana,yuca,0,0
banana,zucchini,0,0
barley,almond,0,0
barley,anchovy,0,0
barley,anise,0,0
barley,apple,0,0
barley,apple-juice,0,0
barley,apricot,0,0
barley,artichoke,0,0
barley,arugula,2,0
barley,asian-pear,0,0
barley,asparagus,2,0
barley,avocado,0,0
barley,bacon,0,0
barley,banana,0,0
barley,barley,100,10
barley,basil,5,1
barley,bass,0,0
barley,bean,8,1
barley,beef,14,1
barley,beef-rib,0,0
barley,beef-shank,2,0
barley,beef-tenderloin,0,0
barley,beer,0,0
barley,beet,0,0
barley,bell-pepper,2,0
barley,berry,0,0
barley,biscuit,0,0
barley,blackberry,0,0
barley,blue-cheese,0,0
barley,blueberry,0,0
barley,bok-choy,0,0
barley,bran,0,0
barley,brandy,0,0
barley,bread,0,0
barley,breadcrumbs,0,0
barley,brie,0,0
barley,brisket,0,0
barley,broccoli,0,0
barley,broccoli-rabe,0,0
barley,brown-rice,5,1
barley,brussel-sprout,0,0
barley,buffalo,0,0
barley,bulgur,2,0
barley,butter,0,0
barley,buttermilk,0,0
barley,butternut-squash,0,0
barley,cabbage,0,0
barley,cantaloupe,0,0
barley,capers,0,0
barley,caramel,0,0
barley,caraway,0,0
barley,cardamom,0,0
barley,carrot,5,1
barley,cashew,0,0
barley,cauliflower,2,0
barley,caviar,0,0
barley,celery,8,1
barley,chard,2,0
barley,cheddar,0,0
barley,cherry,0,0
barley,chestnut,0,0
barley,chicken,0,0
barley,chickpea,0,0
barley,chile-pepper,0,0
barley,chili,0,0
barley,chive,5,1
barley,chocolate,0,0
barley,cilantro,0,0
barley,cinnamon,0,0
barley,citrus,0,0
barley,clam,0,0
barley,clove,0,0
barley,coconut,0,0
barley,cod,0,0
barley,coffee,0,0
barley,collard-greens,0,0
barley,cookie,0,0
barley,coriander,0,0
barley,corn,5,1
barley,cornmeal,0,0
barley,cottage-cheese,0,0
barley,couscous,0,0
barley,crab,0,0
barley,cranberry,2,0
barley,cranberry-sauce,0,0
barley,cream-cheese,0,0
barley,cucumber,0,0
barley,cumin,0,0
barley,currant,0,0
barley,curry,0,0
barley,date,0,0
barley,dill,2,0
barley,duck,0,0
barley,egg,0,0
barley,eggplant,2,0
barley,endive,0,0
barley,escarole,0,0
barley,fennel,2,0
barley,feta,2,0
barley,fig,0,0
barley,flat-bread,0,0
barley,fontina,0,0
barley,fruit-juice,0,0
barley,garlic,8,1
barley,gin,0,0
barley,ginger,0,0
barley,goat-cheese,0,0
barley,goose,0,0
barley,gouda,0,0
barley,granola,0,0
barley,grape,0,0
barley,grapefruit,0,0
barley,green-bean,5,1
barley,green-onion,2,0
barley,ground-beef,0,0
barley,ground-lamb,0,0
barley,guava,0,0
barley,halibut,0,0
barley,ham,5,1
barley,hazelnut,0,0
barley,herb,20,2
barley,hominy,2,0
barley,honey,0,0
barley,honeydew,0,0
barley,horseradish,0,0
barley,hot-pepper,0,0
barley,hummus,0,0
barley,jalapeno,0,0
barley,jam,0,0
barley,jerusalem-artichoke,0,0
barley,kale,0,0
barley,kiwi,0,0
barley,kumquat,0,0
barley,lamb,5,1
barley,lamb-chop,0,0
barley,lamb-shank,0,0
barley,leek,0,0
barley,legume,0,0
barley,lemon,2,0
barley,lemon-juice,0,0
barley,lemongrass,0,0
barley,lentil,5,1
barley,lettuce,0,0
barley,lima-bean,2,0
barley,lime,0,0
barley,lime-juice,0,0
barley,lingonberry,0,0
barley,lobster,0,0
barley,lychee,0,0
barley,macadamia-nut,0,0
barley,mango,0,0
barley,maple-syrup,2,0
barley,margarita,0,0
barley,marscarpone,0,0
barley,marshmallow,0,0
barley,mayonnaise,0,0
barley,meat,0,0
barley,melon,0,0
barley,milk,2,0
barley,mint,0,0
barley,mozzarella,2,0
barley,mushroom,28,3
barley,mussel,0,0
barley,mustard,2,0
barley,mustard-greens,0,0
barley,nectarine,0,0
barley,noodle,0,0
barley,nutmeg,0,0
barley,oat,0,0
barley,oatmeal,0,0
barley,octopus,0,0
barley,okra,0,0
barley,olive,5,1
barley,onion,14,1
barley,orange,0,0
barley,orange-juice,0,0
barley,oregano,0,0
barley,orzo,0,0
barley,oyster,0,0
barley,pancake,0,0
barley,papaya,0,0
barley,paprika,0,0
barley,parmesan,11,1
barley,parsley,0,0
barley,parsnip,2,0
barley,passion-fruit,0,0
barley,pasta,2,0
barley,pea,2,0
barley,peach,0,0
barley,peanut,0,0
barley,peanut-butter,0,0
barley,pear,2,0
barley,pecan,0,0
barley,pepper,5,1
barley,persimmon,0,0
barley,pickles,0,0
barley,pine-nut,2,0
barley,pineapple,0,0
barley,pistachio,0,0
barley,plum,0,0
barley,poblano,0,0
barley,pomegranate,0,0
barley,pomegranate-juice,0,0
barley,pork,0,0
barley,pork-chop,0,0
barley,pork-rib,0,0
barley,pork-tenderloin,0,0
barley,potato,5,1
barley,prosciutto,0,0
barley,prune,0,0
barley,pumpkin,0,0
barley,quail,0,0
barley,quince,0,0
barley,quinoa,0,0
barley,rabbit,0,0
barley,rack-of-lamb,0,0
barley,radicchio,0,0
barley,radish,2,0
barley,raisin,0,0
barley,raspberry,0,0
barley,red-wine,0,0
barley,rhubarb,0,0
barley,rice,5,1
barley,ricotta,0,0
barley,rosemary,0,0
barley,rum,0,0
barley,rutabaga,2,0
barley,rye,0,0
barley,saffron,0,0
barley,salmon,0,0
barley,salsa,0,0
barley,sangria,0,0
barley,sardine,0,0
barley,sausage,2,0
barley,scallop,0,0
barley,semolina,0,0
barley,sesame,0,0
barley,sesame-oil,0,0
barley,shallot,0,0
barley,shellfish,0,0
barley,shrimp,0,0
barley,sour-cream,0,0
barley,soy,0,0
barley,soy-sauce,0,0
barley,spinach,5,1
barley,squid,0,0
barley,strawberry,0,0
barley,sweet-potato,0,0
barley,swiss-cheese,2,0
barley,swordfish,2,0
barley,taco,0,0
barley,tamarind,0,0
barley,tapioca,0,0
barley,tarragon,0,0
barley,tequila,0,0
barley,thyme,2,0
barley,tilapia,0,0
barley,tofu,0,0
barley,tomatillo,0,0
barley,tomato,17,2
barley,tortillas,0,0
barley,trout,0,0
barley,tuna,0,0
barley,turkey,0,0
barley,turnip,0,0
barley,vanilla,0,0
barley,veal,0,0
barley,venison,0,0
barley,vinegar,0,0
barley,vodka,0,0
barley,walnut,5,1
barley,wasabi,0,0
barley,watercress,0,0
barley,watermelon,0,0
barley,whiskey,0,0
barley,white-wine,0,0
barley,whole-wheat,0,0
barley,wild-rice,0,0
barley,yogurt,0,0
barley,yuca,0,0
barley,zucchini,0,0
basil,almond,1,0
basil,anchovy,0,0
basil,anise,0,0
basil,apple,0,0
basil,apple-juice,0,0
basil,apricot,0,0
basil,artichoke,2,0
basil,arugula,4,0
basil,asian-pear,0,0
basil,asparagus,1,0
basil,avocado,0,0
basil,bacon,4,0
basil,banana,0,0
basil,barley,0,0
basil,basil,100,10
basil,bass,0,0
basil,bean,3,0
basil,beef,3,0
basil,beef-rib,0,0
basil,beef-shank,0,0
basil,beef-tenderloin,0,0
basil,beer,0,0
basil,beet,0,0
basil,bell-pepper,7,1
basil,berry,0,0
basil,biscuit,0,0
basil,blackberry,0,0
basil,blue-cheese,1,0
basil,blueberry,0,0
basil,bok-choy,0,0
basil,bran,0,0
basil,brandy,0,0
basil,bread,2,0
basil,breadcrumbs,0,0
basil,brie,0,0
basil,brisket,0,0
basil,broccoli,0,0
basil,broccoli-rabe,0,0
basil,brown-rice,0,0
basil,brussel-sprout,0,0
basil,buffalo,0,0
basil,bulgur,0,0
basil,butter,0,0
basil,buttermilk,0,0
basil,butternut-squash,0,0
basil,cabbage,1,0
basil,cantaloupe,1,0
basil,capers,3,0
basil,caramel,0,0
basil,caraway,0,0
basil,cardamom,0,0
basil,carrot,2,0
basil,cashew,0,0
basil,cauliflower,0,0
basil,caviar,0,0
basil,celery,0,0
basil,chard,0,0
basil,cheddar,0,0
basil,cherry,0,0
basil,chestnut,0,0
basil,chicken,7,1
basil,chickpea,0,0
basil,chile-pepper,1,0
basil,chili,0,0
basil,chive,2,0
basil,chocolate,0,0
basil,cilantro,4,0
basil,cinnamon,0,0
basil,citrus,1,0
basil,clam,0,0
basil,clove,0,0
basil,coconut,3,0
basil,cod,0,0
basil,coffee,0,0
basil,collard-greens,0,0
basil,cookie,0,0
basil,coriander,0,0
basil,corn,5,1
basil,cornmeal,1,0
basil,cottage-cheese,0,0
basil,couscous,0,0
basil,crab,1,0
basil,cranberry,0,0
basil,cranberry-sauce,0,0
basil,cream-cheese,0,0
basil,cucumber,2,0
basil,cumin,0,0
basil,currant,0,0
basil,curry,2,0
basil,date,0,0
basil,dill,0,0
basil,duck,0,0
basil,egg,4,0
basil,eggplant,6,1
basil,endive,0,0
basil,escarole,0,0
basil,fennel,1,0
basil,feta,1,0
basil,fig,0,0
basil,flat-bread,0,0
basil,fontina,0,0
basil,fruit-juice,0,0
basil,garlic,17,2
basil,gin,0,0
basil,ginger,2,0
basil,goat-cheese,7,1
basil,goose,0,0
basil,gouda,0,0
basil,granola,0,0
basil,grape,0,0
basil,grapefruit,0,0
basil,green-bean,3,0
basil,green-onion,1,0
basil,ground-beef,0,0
basil,ground-lamb,0,0
basil,guava,0,0
basil,halibut,0,0
basil,ham,0,0
basil,hazelnut,0,0
basil,herb,17,2
basil,hominy,0,0
basil,honey,0,0
basil,honeydew,0,0
basil,horseradish,0,0
basil,hot-pepper,2,0
basil,hummus,0,0
basil,jalapeno,1,0
basil,jam,0,0
basil,jerusalem-artichoke,0,0
basil,kale,0,0
basil,kiwi,0,0
basil,kumquat,0,0
basil,lamb,0,0
basil,lamb-chop,0,0
basil,lamb-shank,0,0
basil,leek,1,0
basil,legume,0,0
basil,lemon,4,0
basil,lemon-juice,0,0
basil,lemongrass,1,0
basil,lentil,0,0
basil,lettuce,1,0
basil,lima-bean,0,0
basil,lime,2,0
basil,lime-juice,0,0
basil,lingonberry,0,0
basil,lobster,1,0
basil,lychee,0,0
basil,macadamia-nut,0,0
basil,mango,1,0
basil,maple-syrup,0,0
basil,margarita,0,0
basil,marscarpone,0,0
basil,marshmallow,0,0
basil,mayonnaise,2,0
basil,meat,0,0
basil,melon,1,0
basil,milk,7,1
basil,mint,7,1
basil,mozzarella,7,1
basil,mushroom,3,0
basil,mussel,1,0
basil,mustard,1,0
basil,mustard-greens,0,0
basil,nectarine,0,0
basil,noodle,1,0
basil,nutmeg,0,0
basil,oat,0,0
basil,oatmeal,0,0
basil,octopus,0,0
basil,okra,0,0
basil,olive,6,1
basil,onion,8,1
basil,orange,1,0
basil,orange-juice,0,0
basil,oregano,1,0
basil,orzo,0,0
basil,oyster,0,0
basil,pancake,0,0
basil,papaya,0,0
basil,paprika,0,0
basil,parmesan,13,1
basil,parsley,6,1
basil,parsnip,0,0
basil,passion-fruit,0,0
basil,pasta,18,2
basil,pea,1,0
basil,peach,0,0
basil,peanut,2,0
basil,peanut-butter,0,0
basil,pear,0,0
basil,pecan,0,0
basil,pepper,2,0
basil,persimmon,0,0
basil,pickles,0,0
basil,pine-nut,5,1
basil,pineapple,0,0
basil,pistachio,0,0
basil,plum,0,0
basil,poblano,0,0
basil,pomegranate,0,0
basil,pomegranate-juice,0,0
basil,pork,2,0
basil,pork-chop,0,0
basil,pork-rib,0,0
basil,pork-tenderloin,0,0
basil,potato,4,0
basil,prosciutto,2,0
basil,prune,0,0
basil,pumpkin,0,0
basil,quail,0,0
basil,quince,0,0
basil,quinoa,0,0
basil,rabbit,0,0
basil,rack-of-lamb,0,0
basil,radicchio,0,0
basil,radish,0,0
basil,raisin,0,0
basil,raspberry,0,0
basil,red-wine,0,0
basil,rhubarb,0,0
basil,rice,2,0
basil,ricotta,3,0
basil,rosemary,0,0
basil,rum,0,0
basil,rutabaga,0,0
basil,rye,0,0
basil,saffron,0,0
basil,salmon,1,0
basil,salsa,0,0
basil,sangria,0,0
basil,sardine,0,0
basil,sausage,1,0
basil,scallop,1,0
basil,semolina,0,0
basil,sesame,0,0
basil,sesame-oil,0,0
basil,shallot,1,0
basil,shellfish,5,1
basil,shrimp,5,1
basil,sour-cream,0,0
basil,soy,0,0
basil,soy-sauce,0,0
basil,spinach,3,0
basil,squid,1,0
basil,strawberry,0,0
basil,sweet-potato,0,0
basil,swiss-cheese,0,0
basil,swordfish,0,0
basil,taco,0,0
basil,tamarind,0,0
basil,tapioca,0,0
basil,tarragon,2,0
basil,tequila,0,0
basil,thyme,2,0
basil,tilapia,0,0
basil,tofu,0,0
basil,tomatillo,0,0
basil,tomato,41,4
basil,tortillas,0,0
basil,trout,0,0
basil,tuna,1,0
basil,turkey,2,0
basil,turnip,0,0
basil,vanilla,0,0
basil,veal,1,0
basil,venison,0,0
basil,vinegar,2,0
basil,vodka,0,0
basil,walnut,1,0
basil,wasabi,0,0
basil,watercress,0,0
basil,watermelon,0,0
basil,whiskey,0,0
basil,white-wine,4,0
basil,whole-wheat,0,0
basil,wild-rice,0,0
basil,yogurt,1,0
basil,yuca,0,0
basil,zucchini,5,1
bass,almond,1,0
bass,anchovy,0,0
bass,anise,0,0
bass,apple,1,0
bass,apple-juice,0,0
bass,apricot,0,0
bass,artichoke,0,0
bass,arugula,0,0
bass,asian-pear,0,0
bass,asparagus,0,0
bass,avocado,0,0
bass,bacon,0,0
bass,banana,0,0
bass,barley,0,0
bass,basil,1,0
bass,bass,100,10
bass,bean,0,0
bass,beef,0,0
bass,beef-rib,0,0
bass,beef-shank,0,0
bass,beef-tenderloin,0,0
bass,beer,0,0
bass,beet,0,0
bass,bell-pepper,3,0
bass,berry,0,0
bass,biscuit,0,0
bass,blackberry,0,0
bass,blue-cheese,0,0
bass,blueberry,0,0
bass,bok-choy,0,0
bass,bran,0,0
bass,brandy,0,0
bass,bread,0,0
bass,breadcrumbs,0,0
bass,brie,0,0
bass,brisket,0,0
bass,broccoli,0,0
bass,broccoli-rabe,1,0
bass,brown-rice,0,0
bass,brussel-sprout,0,0
bass,buffalo,0,0
bass,bulgur,0,0
bass,butter,0,0
bass,buttermilk,0,0
bass,butternut-squash,0,0
bass,cabbage,0,0
bass,cantaloupe,0,0
bass,capers,1,0
bass,caramel,0,0
bass,caraway,0,0
bass,cardamom,0,0
bass,carrot,1,0
bass,cashew,0,0
bass,cauliflower,1,0
bass,caviar,0,0
bass,celery,1,0
bass,chard,1,0
bass,cheddar,0,0
bass,cherry,0,0
bass,chestnut,1,0
bass,chicken,0,0
bass,chickpea,0,0
bass,chile-pepper,0,0
bass,chili,0,0
bass,chive,1,0
bass,chocolate,0,0
bass,cilantro,5,1
bass,cinnamon,3,0
bass,citrus,7,1
bass,clam,5,1
bass,clove,0,0
bass,coconut,1,0
bass,cod,0,0
bass,coffee,0,0
bass,collard-greens,0,0
bass,cookie,0,0
bass,coriander,0,0
bass,corn,1,0
bass,cornmeal,0,0
bass,cottage-cheese,0,0
bass,couscous,0,0
bass,crab,3,0
bass,cranberry,0,0
bass,cranberry-sauce,0,0
bass,cream-cheese,0,0
bass,cucumber,3,0
bass,cumin,0,0
bass,currant,0,0
bass,curry,10,1
bass,date,1,0
bass,dill,1,0
bass,duck,0,0
bass,egg,0,0
bass,eggplant,1,0
bass,endive,1,0
bass,escarole,0,0
bass,fennel,1,0
bass,feta,0,0
bass,fig,0,0
bass,flat-bread,0,0
bass,fontina,0,0
bass,fruit-juice,0,0
bass,garlic,14,1
bass,gin,0,0
bass,ginger,12,1
bass,goat-cheese,0,0
bass,goose,0,0
bass,gouda,0,0
bass,granola,0,0
bass,grape,0,0
bass,grapefruit,0,0
bass,green-bean,0,0
bass,green-onion,0,0
bass,ground-beef,0,0
bass,ground-lamb,0,0
bass,guava,0,0
bass,halibut,3,0
bass,ham,0,0
bass,hazelnut,0,0
bass,herb,10,1
bass,hominy,0,0
bass,honey,1,0
bass,honeydew,0,0
bass,horseradish,1,0
bass,hot-pepper,3,0
bass,hummus,0,0
bass,jalapeno,0,0
bass,jam,0,0
bass,jerusalem-artichoke,0,0
bass,kale,0,0
bass,kiwi,0,0
bass,kumquat,0,0
bass,lamb,0,0
bass,lamb-chop,0,0
bass,lamb-shank,0,0
bass,leek,1,0
bass,legume,0,0
bass,lemon,5,1
bass,lemon-juice,0,0
bass,lemongrass,0,0
bass,lentil,0,0
bass,lettuce,0,0
bass,lima-bean,0,0
bass,lime,3,0
bass,lime-juice,1,0
bass,lingonberry,0,0
bass,lobster,0,0
bass,lychee,0,0
bass,macadamia-nut,0,0
bass,mango,3,0
bass,maple-syrup,0,0
bass,margarita,0,0
bass,marscarpone,0,0
bass,marshmallow,0,0
bass,mayonnaise,1,0
bass,meat,0,0
bass,melon,0,0
bass,milk,7,1
bass,mint,5,1
bass,mozzarella,0,0
bass,mushroom,7,1
bass,mussel,5,1
bass,mustard,5,1
bass,mustard-greens,0,0
bass,nectarine,0,0
bass,noodle,0,0
bass,nutmeg,0,0
bass,oat,0,0
bass,oatmeal,0,0
bass,octopus,0,0
bass,okra,0,0
bass,olive,7,1
bass,onion,5,1
bass,orange,1,0
bass,orange-juice,0,0
bass,oregano,1,0
bass,orzo,0,0
bass,oyster,0,0
bass,pancake,0,0
bass,papaya,0,0
bass,paprika,0,0
bass,parmesan,1,0
bass,parsley,7,1
bass,parsnip,0,0
bass,passion-fruit,0,0
bass,pasta,1,0
bass,pea,0,0
bass,peach,0,0
bass,peanut,0,0
bass,peanut-butter,0,0
bass,pear,0,0
bass,pecan,0,0
bass,pepper,3,0
bass,persimmon,0,0
bass,pickles,0,0
bass,pine-nut,0,0
bass,pineapple,1,0
bass,pistachio,3,0
bass,plum,0,0
bass,poblano,0,0
bass,pomegranate,0,0
bass,pomegranate-juice,0,0
bass,pork,1,0
bass,pork-chop,0,0
bass,pork-rib,0,0
bass,pork-tenderloin,0,0
bass,potato,3,0
bass,prosciutto,0,0
bass,prune,0,0
bass,pumpkin,0,0
bass,quail,0,0
bass,quince,0,0
bass,quinoa,0,0
bass,rabbit,0,0
bass,rack-of-lamb,0,0
bass,radicchio,0,0
bass,radish,0,0
bass,raisin,5,1
bass,raspberry,0,0
bass,red-wine,1,0
bass,rhubarb,1,0
bass,rice,0,0
bass,ricotta,0,0
bass,rosemary,0,0
bass,rum,0,0
bass,rutabaga,0,0
bass,rye,0,0
bass,saffron,0,0
bass,salmon,0,0
bass,salsa,0,0
bass,sangria,0,0
bass,sardine,0,0
bass,sausage,0,0
bass,scallop,0,0
bass,semolina,0,0
bass,sesame,0,0
bass,sesame-oil,0,0
bass,shallot,3,0
bass,shellfish,10,1
bass,shrimp,3,0
bass,sour-cream,1,0
bass,soy,0,0
bass,soy-sauce,1,0
bass,spinach,1,0
bass,squid,0,0
bass,strawberry,0,0
bass,sweet-potato,0,0
bass,swiss-cheese,0,0
bass,swordfish,0,0
bass,taco,0,0
bass,tamarind,0,0
bass,tapioca,0,0
bass,tarragon,0,0
bass,tequila,0,0
bass,thyme,1,0
bass,tilapia,0,0
bass,tofu,0,0
bass,tomatillo,0,0
bass,tomato,23,2
bass,tortillas,1,0
bass,trout,0,0
bass,tuna,0,0
bass,turkey,0,0
bass,turnip,0,0
bass,vanilla,0,0
bass,veal,0,0
bass,venison,0,0
bass,vinegar,3,0
bass,vodka,0,0
bass,walnut,1,0
bass,wasabi,0,0
bass,watercress,1,0
bass,watermelon,0,0
bass,whiskey,0,0
bass,white-wine,12,1
bass,whole-wheat,0,0
bass,wild-rice,0,0
bass,yogurt,1,0
bass,yuca,0,0
bass,zucchini,1,0
bean,almond,0,0
bean,anchovy,0,0
bean,anise,0,0
bean,apple,0,0
bean,apple-juice,0,0
bean,apricot,0,0
bean,artichoke,1,0
bean,arugula,1,0
bean,asian-pear,0,0
bean,asparagus,1,0
bean,avocado,2,0
bean,bacon,8,1
bean,banana,0,0
bean,barley,0,0
bean,basil,3,0
bean,bass,0,0
bean,bean,100,10
bean,beef,7,1
bean,beef-rib,0,0
bean,beef-shank,0,0
bean,beef-tenderloin,0,0
bean,beer,1,0
bean,beet,0,0
bean,bell-pepper,6,1
bean,berry,0,0
bean,biscuit,0,0
bean,blackberry,0,0
bean,blue-cheese,0,0
bean,blueberry,0,0
bean,bok-choy,0,0
bean,bran,0,0
bean,brandy,0,0
bean,bread,0,0
bean,breadcrumbs,0,0
bean,brie,0,0
bean,brisket,0,0
bean,broccoli,0,0
bean,broccoli-rabe,0,0
bean,brown-rice,0,0
bean,brussel-sprout,0,0
bean,buffalo,0,0
bean,bulgur,0,0
bean,butter,0,0
bean,buttermilk,0,0
